step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,B_stopped,B_accumulated_waiting_time,B_average_speed,E_stopped,E_accumulated_waiting_time,E_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
245.0,107,4341.0,28.18831168831169,2.574237619795491,43,2692.0,0.10328056289648743,43,2110.0,0.13496701032369762,86,4802.0
250.0,108,4776.0,30.615384615384617,2.347980135318945,48,2923.0,0.0645912630000488,41,2293.0,0.09108783864140244,89,5216.0
255.0,110,5010.0,31.3125,2.484393347011526,47,3021.0,0.07901095544710275,43,2471.0,0.09131257790302437,90,5492.0
260.0,109,5110.0,31.9375,2.2486628035159235,46,3110.0,0.10220917370911568,44,2578.0,0.0464529886530309,90,5688.0
265.0,118,5501.0,33.542682926829265,2.3190818293948166,47,3286.0,0.05846199603063011,46,2626.0,0.0414849094951117,93,5912.0
270.0,117,5865.0,36.42857142857143,2.2541594913019023,48,3420.0,0.031801179803768474,41,2711.0,0.05585830496982081,89,6131.0
275.0,115,6099.0,38.847133757961785,1.9841803113944658,42,3460.0,0.05685963811071764,42,2881.0,0.032971917348254255,84,6341.0
280.0,107,5140.0,32.738853503184714,1.7694481410006266,40,3588.0,0.07363552890070106,34,2478.0,0.04137623866727951,74,6066.0
285.0,94,4226.0,26.4125,2.789976129055078,44,3717.0,0.04200834590459303,24,1808.0,0.1478117868131964,68,5525.0
290.0,104,4552.0,29.17948717948718,2.8992508652289968,54,3963.0,0.03005667855952433,27,1506.0,0.14982719276784784,81,5469.0
295.0,111,5038.0,34.27210884353742,2.1640719150500263,53,4140.0,0.0259372162485579,28,1580.0,0.09568390627402781,81,5720.0
300.0,106,5364.0,38.04255319148936,1.7967484251382237,48,4290.0,0.052181679740223225,29,1709.0,0.02958102725906201,77,5999.0
305.0,103,4213.0,30.528985507246375,1.5725136797242711,41,3542.0,0.04877812406025505,29,1846.0,0.03604837538594234,70,5388.0
310.0,94,3106.0,22.67153284671533,2.0776097364529047,34,2654.0,0.07544906342592236,29,1983.0,0.11049519243993049,63,4637.0
315.0,95,3186.0,23.08695652173913,2.557881157822928,39,2305.0,0.09234969307627111,31,2131.0,0.030474512090722154,70,4436.0
320.0,96,3459.0,24.884892086330936,2.599122610669028,41,2154.0,0.030113146611188402,29,2204.0,0.07399025490148343,70,4358.0
325.0,99,3809.0,27.207142857142856,2.370511404588054,37,2386.0,0.07736130870835586,31,2319.0,0.11851898900961236,68,4705.0
330.0,96,4006.0,29.028985507246375,2.111675705933532,31,2186.0,0.08922719238294753,36,2468.0,0.08449920225236436,67,4654.0
335.0,100,4377.0,30.60839160839161,2.254916416958056,36,2177.0,0.087357941308068,34,2626.0,0.060241969467264136,70,4803.0
340.0,112,4899.0,33.326530612244895,1.7229792653999807,40,2335.0,0.046942104722567914,38,2798.0,0.048323714708668586,78,5133.0
345.0,116,5426.0,36.66216216216216,1.5104970648372764,40,2484.0,0.06117284244137385,40,2986.0,0.08800290119366005,80,5470.0
350.0,122,6017.0,39.847682119205295,1.2890059865304107,44,2694.0,0.046760974206156755,41,3190.0,0.08863461709552088,85,5884.0
355.0,128,6645.0,42.87096774193548,1.4589778877023385,48,2930.0,0.07220428809307365,44,3406.0,0.045252843048620824,92,6336.0
360.0,132,7235.0,45.503144654088054,1.1042789064699665,47,3137.0,0.0617549317092015,46,3636.0,0.056270474925422434,93,6773.0
365.0,138,7895.0,48.73456790123457,1.18660461148173,49,3344.0,0.049608710868061394,48,3872.0,0.040996506534449244,97,7216.0
370.0,135,7986.0,47.82035928143713,1.3892875383583665,46,3180.0,0.041829059311127494,49,4117.0,0.03480892551046474,95,7297.0
375.0,127,7678.0,44.38150289017341,1.6715545435423953,30,3194.0,0.06575780650137264,53,4377.0,0.012969449496171058,83,7571.0
380.0,132,8126.0,46.701149425287355,1.7423323258607921,37,3395.0,0.07126865984963102,56,4657.0,0.017075014425432505,93,8052.0
385.0,140,8798.0,49.706214689265536,1.6677553791683193,46,3602.0,0.055765981257184655,56,4937.0,0.023441731872820306,102,8539.0
390.0,153,9530.0,54.14772727272727,1.1603384225955793,51,3816.0,0.029003288895045873,56,5217.0,0.016372961353321343,107,9033.0
395.0,154,10286.0,59.80232558139535,0.9344036775260768,50,4054.0,0.034684032123868024,56,5497.0,0.017154683888943423,106,9551.0
400.0,159,11070.0,63.62068965517241,0.654899274098852,50,4304.0,0.025103439526063913,56,5777.0,0.024127017841569107,106,10081.0
405.0,163,11717.0,65.45810055865921,0.6646116521026063,49,4470.0,0.012633838890194758,58,6063.0,0.006775740921983151,107,10533.0
410.0,155,11573.0,64.6536312849162,0.8943369608740709,45,4460.0,0.03495845475397236,54,6073.0,0.021731838128247125,99,10533.0
415.0,142,10732.0,59.62222222222222,1.1833516074562325,37,4582.0,0.06789866364411135,44,5704.0,0.055154110983059855,81,10286.0
420.0,141,10819.0,60.78089887640449,1.4163298330628564,43,4655.0,0.06318360037028953,42,5158.0,0.0511564638138945,85,9813.0
425.0,136,10237.0,57.18994413407821,1.5317240831513843,40,4674.0,0.017678246618232626,38,4860.0,0.10143568358962922,78,9534.0
430.0,140,10217.0,58.05113636363637,1.6044832449293167,47,4857.0,0.02339247001363662,34,4494.0,0.11831232529097685,81,9351.0
435.0,142,10334.0,58.71590909090909,1.2577337067587882,50,5103.0,0.005459184538155763,29,3841.0,0.10697141993375996,79,8944.0
440.0,139,10472.0,60.53179190751445,1.1927571220065099,43,4889.0,0.0178872360700351,30,3919.0,0.11593401473801737,73,8808.0
445.0,126,10269.0,59.358381502890175,1.7636483979981696,33,4414.0,0.05130803998386372,31,3802.0,0.16883450691786245,64,8216.0
450.0,120,10309.0,59.247126436781606,1.9943373407673886,33,4140.0,0.10180146683579024,33,3713.0,0.16638878307678356,66,7853.0
455.0,116,10708.0,61.18857142857143,1.8316744062796755,33,4082.0,0.11393793147822623,35,3884.0,0.10244228965840024,68,7966.0
460.0,120,11289.0,65.25433526011561,2.0252274680056632,33,4229.0,0.125768484494231,40,3888.0,0.06815789446751147,73,8117.0
465.0,128,11902.0,68.79768786127168,2.067450484386456,34,4227.0,0.10971119672050457,43,3937.0,0.10181553684990927,77,8164.0
470.0,124,12472.0,72.93567251461988,1.7443876354569117,36,4341.0,0.07900238556506986,40,4125.0,0.09374966771922155,76,8466.0
475.0,124,13059.0,76.36842105263158,1.7389619318543752,37,4441.0,0.0496141540391918,37,4314.0,0.11246026333891851,74,8755.0
480.0,125,13634.0,78.8092485549133,1.562228237218985,35,4566.0,0.058945206548522526,40,4516.0,0.0886799428562356,75,9082.0
485.0,132,13799.0,79.76300578034682,1.3032889766871263,36,4715.0,0.05997287281560778,43,4443.0,0.08438292378254734,79,9158.0
490.0,134,13095.0,75.69364161849711,1.1162140889248249,37,4879.0,0.04137748059263426,44,4639.0,0.07673686727991733,81,9518.0
495.0,136,11855.0,65.86111111111111,1.0620694378337379,38,4906.0,0.051471258936907176,50,5095.0,0.059977682052411656,88,10001.0
500.0,148,11870.0,64.86338797814207,0.9155776388239452,42,5109.0,0.014205214465541021,52,5322.0,0.031920493515969824,94,10431.0
505.0,154,12064.0,64.86021505376344,1.0143314983027332,39,5274.0,0.0269244864778693,53,5542.0,0.04011247268661047,92,10816.0
510.0,147,12199.0,65.94054054054054,1.1636695022708186,39,5465.0,0.030774929623563277,48,5321.0,0.04088838068812398,87,10786.0
515.0,140,11412.0,61.68648648648649,1.3898678818629766,39,5308.0,0.05568606115019951,46,4963.0,0.04931574267489552,85,10271.0
520.0,130,9534.0,53.262569832402235,1.411584911166696,36,5001.0,0.04777292744921954,39,4632.0,0.06558669453398303,75,9633.0
525.0,123,8135.0,44.45355191256831,1.7492110219169497,29,4472.0,0.08630163942822283,47,5080.0,0.035910015829470295,76,9552.0
530.0,125,7918.0,43.505494505494504,1.8142750965093049,29,4188.0,0.11902798583231716,57,5290.0,0.011198931793783362,86,9478.0
535.0,122,8058.0,46.310344827586206,1.5139874117751222,30,3807.0,0.12366791815252202,54,5424.0,0.03187596387069614,84,9231.0
540.0,121,8196.0,46.83428571428571,1.7568203230588786,28,3339.0,0.14933565931377255,46,5555.0,0.05323271364749515,74,8894.0
545.0,126,8765.0,50.9593023255814,1.7224342679601816,31,3155.0,0.12661131878407206,43,5674.0,0.06091213132515803,74,8829.0
550.0,129,9286.0,53.98837209302326,1.5127855798263412,33,3291.0,0.11626758291686701,41,5483.0,0.062026976662233696,74,8774.0
555.0,132,9694.0,56.03468208092485,1.8521046611717986,37,3472.0,0.1485833169194979,38,4787.0,0.07739911425606066,75,8259.0
560.0,138,10079.0,58.26011560693642,1.5013004640384875,39,3661.0,0.1439734453080414,44,4925.0,0.036370140865030855,83,8586.0
565.0,140,10623.0,60.35795454545455,1.4470762410968028,41,3856.0,0.07152339517672492,45,5392.0,0.06139909130667327,86,9248.0
570.0,145,10751.0,61.434285714285714,1.4032931511516622,44,4073.0,0.05614445861505717,48,5383.0,0.043413428965478916,92,9456.0
575.0,148,11168.0,63.45454545454545,1.2464267323130545,47,4299.0,0.09070542258754813,48,5786.0,0.06183930498711933,95,10085.0
580.0,140,11299.0,63.836158192090394,1.142784681997194,44,4439.0,0.06378425961464759,42,5747.0,0.058274979719085386,86,10186.0
585.0,126,10942.0,61.81920903954802,1.745839767278912,45,4631.0,0.06337908147843331,27,4837.0,0.10930908686273433,72,9468.0
590.0,118,11015.0,61.19444444444444,2.4760594624320054,44,4847.0,0.10193774327904846,26,4334.0,0.19542352514794759,70,9181.0
595.0,114,11115.0,62.79661016949152,2.9121818660189676,47,5071.0,0.09186053770722034,26,3565.0,0.165962310299299,73,8636.0
600.0,116,11433.0,66.08670520231213,2.842789482684694,50,5314.0,0.07478331071361259,26,3925.0,0.11811048138535989,76,9239.0
605.0,118,11080.0,66.74698795180723,2.3750255023547964,47,5179.0,0.06515142326859091,28,4050.0,0.07875034067904417,75,9229.0
610.0,109,9419.0,57.084848484848486,2.695512703063056,40,4071.0,0.06337202408915792,28,3592.0,0.11765412895113936,68,7663.0
615.0,98,7710.0,47.88819875776397,2.366586467443263,35,4221.0,0.08283437564753207,27,3612.0,0.15464140822148198,62,7833.0
620.0,81,5045.0,31.53125,2.5868106371616655,24,3905.0,0.10151442682150252,27,3630.0,0.09696154359603314,51,7535.0
625.0,83,4535.0,28.52201257861635,3.19473691929336,18,4140.0,0.2184551817060956,36,4064.0,0.1386010153602347,54,8204.0
630.0,87,4779.0,29.86875,2.8246321907147456,19,4136.0,0.10633356231499011,36,3981.0,0.12652564263628968,55,8117.0
635.0,92,5178.0,32.77215189873418,3.1866478395291242,23,4248.0,0.1602770499724455,35,3776.0,0.10255963409504024,58,8024.0
640.0,97,5645.0,37.88590604026846,2.889800620215472,28,4364.0,0.1808398842741678,37,3790.0,0.07405797772013564,65,8154.0
645.0,105,6141.0,42.351724137931036,2.0042835352170196,35,4182.0,0.09428941541275412,37,3975.0,0.023843208972624937,72,8157.0
650.0,116,6704.0,48.23021582733813,1.4550616551265754,45,4393.0,0.05037302570444387,39,4168.0,0.0467277377786071,84,8561.0
655.0,114,7118.0,51.20863309352518,1.220321554519665,41,4337.0,0.046470272990811655,39,4363.0,0.024495492364890018,80,8700.0
660.0,98,7326.0,52.70503597122302,2.0893445394833887,23,3986.0,0.12473709760033996,40,4568.0,0.06715272509773841,63,8554.0
665.0,96,7739.0,54.5,2.6445092297799238,20,3713.0,0.21597102591790382,42,4771.0,0.07377455825031573,62,8484.0
670.0,104,8234.0,57.58041958041958,2.5376655497690828,23,3652.0,0.2068610679614674,47,4994.0,0.05057142491294643,70,8646.0
675.0,102,8108.0,57.098591549295776,2.5024077568903342,23,3677.0,0.047777313431272166,45,4783.0,0.04060746045147066,68,8460.0
680.0,98,7197.0,51.04255319148936,2.5013671729997493,25,3796.0,0.0053800804025086685,40,4205.0,0.09976628653160902,65,8001.0
685.0,92,7020.0,51.61764705882353,2.7651626725145597,26,3923.0,0.02971103755803585,41,4171.0,0.06500471027248046,67,8094.0
690.0,95,7376.0,56.738461538461536,2.524979560502244,26,4045.0,0.021328037906589183,42,4072.0,0.06723868407428683,68,8117.0
695.0,97,7855.0,63.346774193548384,2.024504898247108,28,4297.0,0.06749918819058279,44,4274.0,0.06136217759988919,72,8571.0
700.0,99,8161.0,64.76984126984127,1.7959997502148017,26,4344.0,0.11358402958901988,45,4294.0,0.038674888285311564,71,8638.0
705.0,90,7942.0,63.03174603174603,2.3673614933332465,22,4288.0,0.13211649458819963,42,4153.0,0.0863675047037224,64,8441.0
710.0,82,7184.0,54.83969465648855,2.770332332020438,23,4295.0,0.14086805905490987,34,3945.0,0.06100372311359931,57,8240.0
715.0,86,6896.0,53.04615384615385,2.958629400699668,26,4385.0,0.11393985439567318,32,3612.0,0.10012644623698089,58,7997.0
720.0,84,7293.0,57.88095238095238,2.9884919184545677,26,4515.0,0.11598243910565535,32,3529.0,0.10108597962882669,58,8044.0
725.0,83,7210.0,57.22222222222222,2.358059632676818,26,4621.0,0.058831774941131176,29,3367.0,0.10029017021513698,55,7988.0
730.0,93,7589.0,59.75590551181102,2.188044597428956,28,4757.0,0.08101384667467043,33,3168.0,0.09718338509487942,61,7925.0
735.0,86,7762.0,60.640625,2.226323823027,22,4648.0,0.13599736403333612,33,3274.0,0.09853592588370845,55,7922.0
740.0,89,7993.0,60.097744360902254,2.877518460788502,17,4620.0,0.1621095469763698,36,3019.0,0.1304944682617855,53,7639.0
745.0,85,8208.0,61.25373134328358,3.0773718306396494,20,4614.0,0.16970333981958344,35,2904.0,0.1401278942070905,55,7518.0
750.0,84,8532.0,64.15037593984962,3.2006991374343006,19,4701.0,0.15275291165138705,35,3003.0,0.16419250053985132,54,7704.0
755.0,92,8968.0,69.51937984496124,2.5741591140642828,23,4818.0,0.1651757473018045,37,3118.0,0.0830042544113463,60,7936.0
760.0,100,9425.0,72.5,2.160402917616379,25,4907.0,0.05328089338093455,41,3247.0,0.019683496494753323,66,8154.0
765.0,103,9928.0,78.7936507936508,1.9047882467759196,26,5034.0,0.06454548171528489,41,3452.0,0.018917920940401633,67,8486.0
770.0,101,8835.0,70.11904761904762,1.3945552096073113,22,4348.0,0.08801487981816127,42,3660.0,0.008545415173743048,64,8008.0
775.0,99,6255.0,47.74809160305343,1.6988742213262191,14,2703.0,0.12241864826757583,44,3878.0,0.056121079193704015,58,6581.0
780.0,81,4841.0,36.3984962406015,2.3102312514687067,12,2157.0,0.13868189338388542,36,3743.0,0.10580215847541645,48,5900.0
785.0,66,4171.0,30.22463768115942,3.2592309867465845,14,1861.0,0.21391335032175188,19,3382.0,0.17640852815675578,33,5243.0
790.0,58,4034.0,28.814285714285713,4.415870573621862,15,1788.0,0.32560423536048344,16,3061.0,0.26002831141477245,31,4849.0
795.0,50,3621.0,25.321678321678323,4.904073129979411,21,2546.0,0.22771480209097403,15,2740.0,0.28546018225654823,36,5286.0
800.0,57,3864.0,26.648275862068967,4.882632629608393,25,3290.0,0.16330247478353194,18,2750.0,0.3041645636285637,43,6040.0
805.0,67,4165.0,28.92361111111111,4.672823020354739,35,3919.0,0.16817548374219735,19,2797.0,0.21004066149944706,54,6716.0
810.0,79,4499.0,31.243055555555557,3.4793454171394584,43,3921.0,0.12190290987445909,21,2823.0,0.12988718188663198,64,6744.0
815.0,81,4849.0,34.884892086330936,3.0448580848221414,43,2822.0,0.0733187029695202,23,2915.0,0.12487038115196232,66,5737.0
820.0,92,5270.0,37.9136690647482,2.690604531543025,48,1986.0,0.09962361584980711,28,3039.0,0.13862044442019555,76,5025.0
825.0,96,5722.0,41.46376811594203,2.615185365403873,50,1741.0,0.08112919475644044,28,3170.0,0.13607742362767775,78,4911.0
830.0,101,6202.0,44.94202898550725,2.151043077302731,51,1996.0,0.06730873296088197,30,3316.0,0.10278328300103175,81,5312.0
835.0,109,6320.0,44.50704225352113,1.8610151441382083,54,2262.0,0.0355752427387814,31,3243.0,0.0757692416114093,85,5505.0
840.0,101,6413.0,45.80714285714286,2.4261114780584396,55,2532.0,0.04661263216171996,24,3134.0,0.12843499350582302,79,5666.0
845.0,91,6191.0,44.539568345323744,2.451165495884647,48,2374.0,0.05098847329544749,26,3078.0,0.1301568045051028,74,5452.0
850.0,77,5645.0,40.32142857142857,3.303633904049884,32,1959.0,0.10297449574214912,30,3131.0,0.15583200229843405,62,5090.0
855.0,76,5551.0,39.36879432624114,3.9850910999842117,33,1812.0,0.1787435912595521,30,3163.0,0.1873470909107161,63,4975.0
860.0,73,5617.0,38.737931034482756,4.334381523429586,34,1575.0,0.19029673168293748,27,3088.0,0.1962617198885229,61,4663.0
865.0,78,5869.0,39.925170068027214,3.9735183886444743,37,1668.0,0.14117474467816396,28,3154.0,0.13311292649345186,65,4822.0
870.0,82,6166.0,44.042857142857144,3.5286584945192763,40,1841.0,0.0625198137904356,30,3259.0,0.1547150011265255,70,5100.0
875.0,70,5923.0,42.92028985507246,3.40050164739576,33,1793.0,0.09450357823545001,23,3258.0,0.1300639841217107,56,5051.0
880.0,74,6068.0,45.96969696969697,3.553867560826539,35,1911.0,0.1032872434166754,22,3293.0,0.13363513141144298,57,5204.0
885.0,81,6342.0,48.412213740458014,3.392876708762049,39,2059.0,0.06455929125307815,24,3342.0,0.10737840859544717,63,5401.0
890.0,86,6628.0,54.77685950413223,2.2866480758397336,37,2214.0,0.05202996929674632,32,3465.0,0.06474837314600483,69,5679.0
895.0,80,6777.0,56.00826446280992,2.141845888007957,37,2378.0,0.0625701779657177,30,3553.0,0.06743843860124697,67,5931.0
900.0,81,7095.0,56.76,2.975023914641703,41,2574.0,0.08776400181393192,28,3639.0,0.15329301998165176,69,6213.0
905.0,85,7408.0,57.875,2.974597617241325,42,2801.0,0.08997623158166103,28,3694.0,0.14867460705477295,70,6495.0
910.0,78,7153.0,55.02307692307692,2.626357612580146,41,2743.0,0.0786578142776421,21,3722.0,0.13435505163726244,62,6465.0
915.0,77,6573.0,49.05223880597015,2.9636419136770136,35,2501.0,0.09325871409749921,24,3740.0,0.11853654354008843,59,6241.0
920.0,59,5889.0,43.94776119402985,3.0099151237693325,24,2313.0,0.10017247312225035,20,3778.0,0.07456831011881929,44,6091.0
925.0,77,6006.0,44.161764705882355,2.9946052292627385,32,2307.0,0.06929286313163416,24,3862.0,0.08243692451188558,56,6169.0
930.0,77,5716.0,41.42028985507246,3.0100553083557013,32,2412.0,0.042332704239029496,29,3962.0,0.05610279530819395,61,6374.0
935.0,91,5947.0,43.72794117647059,2.6665205392890896,38,2490.0,0.07414975112873384,34,4131.0,0.06145413044837437,72,6621.0
940.0,97,6258.0,47.40909090909091,2.0389330675710395,42,2629.0,0.07146632784094303,35,4298.0,0.048463063963628185,77,6927.0
945.0,98,6531.0,48.73880597014925,1.9870125572151105,43,2805.0,0.09833819676173,32,4340.0,0.062224999647532704,75,7145.0
950.0,90,6597.0,48.50735294117647,1.9219650377265405,39,2887.0,0.05433154664800377,29,4400.0,0.04548340388533018,68,7287.0
955.0,102,6889.0,49.56115107913669,2.06896915498904,44,3040.0,0.040279921961046926,30,4550.0,0.0933654653141998,74,7590.0
960.0,110,7395.0,51.354166666666664,1.9964050949546583,46,3222.0,0.03166934189399319,37,4723.0,0.08873656578719805,83,7945.0
965.0,112,7757.0,53.86805555555556,1.5376924938417704,46,3182.0,0.056471328900899974,38,4851.0,0.07336151281939217,84,8033.0
970.0,102,7902.0,54.875,1.843389919322563,37,2866.0,0.061836063533193236,36,5035.0,0.08700654064533861,73,7901.0
975.0,108,8288.0,56.38095238095238,1.7478047518713595,38,2908.0,0.055403388582517143,43,5239.0,0.0371739115496668,81,8147.0
980.0,120,8520.0,59.58041958041958,0.9598588806763219,42,2985.0,0.01838675557903139,49,5473.0,0.0055559412834796686,91,8458.0
985.0,120,9001.0,62.50694444444444,0.8813440183583904,42,3138.0,0.06425997975159875,48,5690.0,0.0070541001603123855,90,8828.0
990.0,127,9618.0,64.5503355704698,0.9951507259955605,47,3361.0,0.013060095571132796,49,5936.0,0.0424620764554181,96,9297.0
995.0,127,9878.0,64.14285714285714,0.9833308851632204,44,3431.0,0.013659204978047382,51,6038.0,0.034779570329615504,95,9469.0
1000.0,118,10004.0,63.31645569620253,1.9020543028759467,38,3180.0,0.07314540627746505,45,5827.0,0.0486991027144399,83,9007.0
1005.0,102,9501.0,59.75471698113208,2.311165304834431,25,2824.0,0.08684220554478403,42,5655.0,0.06479036556685319,67,8479.0
1010.0,97,9013.0,57.77564102564103,2.4017786008937074,21,2560.0,0.09421465939259052,36,5685.0,0.08971377477640116,57,8245.0
1015.0,91,8786.0,57.05194805194805,2.745461339061032,21,2474.0,0.16155162359556716,30,5482.0,0.13383548773807402,51,7956.0
1020.0,92,8976.0,60.648648648648646,2.3069848144010323,27,2221.0,0.08870590913069251,27,5552.0,0.14495809012918873,54,7773.0
1025.0,91,8947.0,61.28082191780822,2.326659159074568,28,2296.0,0.09475446307624258,27,5373.0,0.1205265100670641,55,7669.0
1030.0,86,8495.0,58.58620689655172,2.419930304728514,33,2349.0,0.14568414058945817,18,5339.0,0.13841871577403625,51,7688.0
1035.0,79,7949.0,54.074829931972786,2.5538673322435446,36,2661.0,0.05104099229705149,22,5329.0,0.12810167584343624,58,7990.0
